borrower_last,builder_name,fico,forward_commitment,fund_date,loan_amount,loan_id,loan_number,purpose
Joseph Smith,Anthony Lewis,771,N,2025-01-17,280321,1948,3815989414,Purchase
Sandra Scott,Richard Jackson,767,N,2025-01-17,160000,1949,4700648080,Purchase
Donna Garcia,Nancy Martin,751,N,2025-01-17,466406.25,1950,9946198952,Purchase
Emily Martin,,773,N,2025-01-17,320136,1951,3468900703,NoCash-Out Refinance
David Miller,,809,N,2025-01-17,117800,1952,5134388329,NoCash-Out Refinance
Michelle Nguyen,Nancy Nguyen,651,N,2025-01-17,397664,1953,974943238,Purchase
Sandra Perez,Sarah Lee,703,N,2025-01-17,360000,1954,290687930,Purchase
Jennifer White,Paul Davis,760,N,2025-01-17,446713,1955,8613536594,Purchase
Margaret Hernandez,Jessica Smith,768,N,2025-01-17,450000,1956,2624150470,Purchase
Elizabeth Hill,Anthony Moore,790,N,2025-01-17,175750,1957,6411161970,Purchase
Emily Johnson,Jessica Gonzalez,705,N,2025-01-17,569494,1958,9131451558,Purchase
Mark Clark,Linda Harris,743,N,2025-01-17,299475,1959,8733908534,Purchase
Christopher Davis,Karen Harris,726,N,2025-01-17,164000,1960,8815856146,Purchase
John Sanchez,Lisa Harris,743,N,2025-01-17,20414,1961,2329942842,Purchase
Thomas Garcia,Sandra Flores,734,N,2025-01-16,746250,1962,6948870795,Purchase
Thomas Jackson,Sandra Garcia,730,N,2025-01-16,378787,1963,5004548620,Purchase
Charles White,Jessica Miller,776,N,2025-01-16,471750,1964,3820009118,Purchase
Kimberly Gonzalez,Lisa Jackson,768,N,2025-01-16,616250,1965,3141305658,Purchase
Kimberly Scott,David Clark,778,N,2025-01-17,339500,1966,3244754015,Purchase
Thomas Williams,Nancy Martin,787,N,2025-01-17,196650,1967,8773400547,Purchase
Lisa Wright,"Robert Nguyen,Margaret Gonzalez",788,N,2025-01-17,409500,1968,4843725659,Purchase
Paul Robinson,"Emily Martin,Mark Wright",802,N,2025-01-17,427022,1969,9497428412,Purchase
Joshua Nguyen,David Thompson,579,N,2025-01-17,132783,1970,3329997110,Purchase
Jennifer White,Sarah White,782,N,2025-01-17,1225000,1971,6554767234,Purchase
Ashley Torres,Jennifer Wilson,785,N,2025-01-17,399200,1972,5726428503,Purchase
Charles King,,764,N,2025-01-17,681200,1973,4148370352,Purchase
Karen Jackson,Joshua Jackson,805,N,2025-01-17,116250,1974,9588180408,Purchase
Betty Johnson,Daniel Walker,799,N,2025-01-17,419500,1975,9551046589,Purchase
Elizabeth Nguyen,Betty Wilson,779,N,2025-01-17,799200,1976,6613661894,Purchase
Thomas Martin,Jennifer Wright  Jennifer White,730,N,2025-01-17,400000,1977,7993346273,Purchase
Thomas Martin,Nancy Martin,730,N,2025-01-17,35000,1978,5574886743,Purchase
Paul Scott,James King,797,N,2025-01-17,400716,1979,834864967,Purchase
Charles Smith,John Garcia,764,N,2025-01-17,398700,1980,6170072634,Purchase
Sarah Johnson,Nancy King,771,N,2025-01-17,261250,1981,327287121,Purchase
Thomas Jones,Mark Ramirez,789,N,2025-01-17,466200,1982,7497370116,Purchase
Ashley Perez,Charles Thompson,727,N,2025-01-17,1235938,1983,4611399433,Purchase
Daniel Lee,Robert Martin,786,N,2025-01-17,581250,1984,6701941204,Purchase
Paul Walker,,757,N,2025-01-17,957000,1985,2956739840,NoCash-Out Refinance
Richard Allen,,663,N,2025-01-17,261000,1986,2940757083,Cash-Out Refinance
Steven White,Charles Thompson,766,N,2025-01-17,750000,1987,9436267596,Purchase
Patricia Moore,Robert Davis,779,N,2025-01-17,440000,1988,6162820461,Purchase
Joshua Walker,,813,N,2025-01-17,2093000,1989,9031433765,NoCash-Out Refinance
William Wright,Michelle Sanchez,780,N,2025-01-17,321500,1990,3657874852,Purchase
Paul Jackson,Ashley Jones,796,N,2025-01-17,378000,1991,3896870716,Purchase
Thomas King,Thomas Garcia,797,N,2025-01-17,320000,1992,5499162557,Purchase
Sandra Taylor,Daniel Nguyen,621,N,2025-01-17,291127,1993,7686690836,Purchase
Ashley Johnson,Jennifer Young,679,N,2025-01-17,197492,1994,5793744686,Purchase
Betty Clark,,666,N,2025-01-17,264500,1995,5434331551,NoCash-Out Refinance
Donna Thomas,Margaret Allen,735,N,2025-01-17,358900,1996,954881889,Purchase
Linda Gonzalez,Sarah Torres,715,N,2025-01-17,641638,1997,3003087619,Purchase
William Wilson,Donna Robinson,735,N,2025-01-17,806000,1998,6037047721,Purchase
John Taylor,Patricia Moore,613,N,2025-01-17,178825,1999,2478581792,Purchase
Paul Robinson,Anthony Flores,739,N,2025-01-17,144000,2000,8792759790,Purchase
Michelle Sanchez,,771,N,2025-01-17,275000,2001,1465257914,Cash-Out Refinance
Lisa Taylor,,795,N,2025-01-17,520666,2002,9504099262,NoCash-Out Refinance
Thomas Hill,,781,N,2025-01-17,187500,2003,5258356585,NoCash-Out Refinance
Paul Hill,John Thomas,680,N,2025-01-17,350533,2004,9658753762,Purchase
